A8-1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,STATUS,LOCAL CB OPEN ORDER,I213,,RECEIVED,YES,M120_GGIO2 / Ind13,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,STATUS,INCOMER LOCKOUT RESET 1A,I207,,RESET,YES,M120_GGIO2 / Ind7,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T87,INCOMER-B,63-9700-P-6473-09,400V,B-2,STATUS,INCOMER LOCKOUT RESET 2A,I304,,RESET,YES,M120_GGIO3 / Ind4,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,STATUS,RCP CLOSE ORDER,I106,,RECEIVED,YES,M120_GGIO1 / Ind6,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,STATUS,RCP OPEN ORDER,I214,,RECEIVED,YES,M120_GGIO2 / Ind14,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,STATUS,CB TEST POSITION,I109,,TEST,YES,M120_GGIO1 / Ind9,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,STATUS,VT HEALTHY,I110,NORMAL,HEALTHY,YES,M120_GGIO1 / Ind10,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,STATUS,SYNCHRO ENABLED,I111,INACTIVE,ACTIVE,YES,M120_GGIO1 / Ind11,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,STATUS,BAY IN LOCAL PANEL MODE,I204,,LOCAL,YES,M120_GGIO2 / Ind4,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,ALARM,SPRING CHARGED,I203,NORMAL,ALARM,YES,M120_GGIO2 / Ind3,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T87,INCOMER-B,63-9700-P-6473-09,400V,B-2,ALARM,WINDING TEMPERATURE ALARM,I302,NORMAL,ALARM,YES,M120_GGIO3 / Ind2,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,ALARM,SYNCHRO CHECK FAILLURE,I111,NORMAL,ALARM,YES,RSYN1 / SynFlt / stVal,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,ALARM,TR CIRCUIT SUPERVISION,I101,NORMAL,ALARM,YES,M120_GGIO1 / Ind1,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,ALARM,TR CIRCUIT SUPERVISION MX2,I108,NORMAL,ALARM,YES,M120_GGIO1 / Ind8,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,ALARM,CLOSE CIRCUIT SUPERVISION,I102,NORMAL,ALARM,YES,M120_GGIO1 / Ind2,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T87,INCOMER-B,63-9700-P-6473-09,400V,B-2,TR,CB TR SDE,I114,NORMAL,TR,YES,M120_GGIO1 / Ind14,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,TR,ARC FLASH PROTECTION,I105,NORMAL,TR,YES,M120_GGIO1 / Ind5,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,TR,INTERTR FROM UPSTREAM MV CB,I209,NORMAL,TR,YES,M120_GGIO2 / Ind9,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,TR,P50 PHASE OVERCURRENT-1 START,,NORMAL,START,YES,A51_PTOC1 / Str,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,TR,P50 PHASE OVERCURRENT-1 TR,,NORMAL,TR,YES,A51_PTOC1 / Op,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,TR,P51 PHASE OVERCURRENT-2 START,,NORMAL,START,YES,A51_PTOC2 / Str,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,TR,P51 PHASE OVERCURRENT-2 TR,,NORMAL,TR,YES,A51_PTOC2 / Op,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,TR,P50N EARTH FAULT-1 START,,NORMAL,START,YES,A51N_PTOC1 / Str,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,TR,P50N EARTH FAULT-1 TR,,NORMAL,TR,YES,A51N_PTOC1 / Op,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,TR,P51N EARTH FAULT-2 START,,NORMAL,START,YES,A51N_PTOC2 / Str,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,TR,P51N EARTH FAULT-2 TR,,NORMAL,TR,YES,A51N_PTOC2 / Op,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,TR,P51G EARTH FAULT-2 START,,NORMAL,START,YES,A51N_PTOC2 / Str,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,TR,P51G EARTH FAULT-2 TR,,NORMAL,TR,YES,A51N_PTOC2 / Op,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,TR,P27 UNDER VOLTAGE-1 START,,NORMAL,START,YES,A27_PTUV1 / Str,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,TR,P27 UNDER VOLTAGE-1 TR,,NORMAL,TR,YES,A27_PTUV1 / Op,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,TR,P27I UNDER CURRENT-1 START,,NORMAL,START,YES,A27_PTUV1 / Str,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,TR,P27I UNDER CURRENT-1 TR,,NORMAL,TR,YES,A27_PTUV1 / Op,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T87,INCOMER-B,63-9700-P-6473-09,400V,B-2,TR,P87T DIFFERENTIAL TR,,NORMAL,TR,YES,A87T_PDIF1 / Op,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T87,INCOMER-B,63-9700-P-6473-09,400V,B-2,TR,P64REF DIFFERENTIAL TR,,NORMAL,TR,YES,A64RF_PDIF1 / Op,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,TR,86T MAIN TR LOCKOUT,I104,NORMAL,TR,YES,M120_GGIO1 / Ind4,,BIT,3,,,,276,2,B-2.CB.TR,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,TR,86T 2A TR LOCKOUT,I205,NORMAL,TR,YES,M120_GGIO2 / Ind5,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,TR,86T 1A TR LOCKOUT,I208,NORMAL,TR,YES,M120_GGIO2 / Ind8,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,TR,CB TR FROM SDE,I114,NORMAL,TR,YES,M120_GGIO1 / Ind14,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T87,INCOMER-B,63-9700-P-6473-09,400V,B-2,TR,WINDING TEMPERATURE TR,I301,NORMAL,TR,YES,M120_GGIO3/ Ind1,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,ENERGY,POSITIVE ACTIVE ENERGY,,,,YES,MMTR1 / DmdWh,,UINT32,3,0,4294967295,1 kWh,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,ENERGY,NEGATIVE ACTIVE ENERGY,,,,YES,MMTR1 / SupWh,,UINT32,3,0,4294967295,1 kWh,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,ENERGY,POSITIVE REACTIVE ENERGY,,,,YES,MMTR1 / DmdVArh,,UINT32,3,0,4294967295,1 kVARh,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,ENERGY,NEGATIVE REACTIVE ENERGY,,,,YES,MMTR1 / SupVArh,,UINT32,3,0,4294967295,1 kVARh,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,MEASUREMENT,PHASE CURRENT-1,,,,YES,MMXU1 / A / PhsA,,INT16U,3,0,65535,1A,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,MEASUREMENT,PHASE CURRENT-2,,,,YES,MMXU1 / A / PhsB,,INT16U,3,0,65536,1A,16019,,B-2.I,INCOMER-B1,,3,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,MEASUREMENT,PHASE CURRENT-3,,,,YES,MMXU1 / A / PhsC,,INT16U,3,0,65536,1A,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,MEASUREMENT,RESIDUAL CURRENT,,,,YES,MMXU1 / A / neut,,INT16U,3,0,65536,1A,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,MEASUREMENT,PHASE VOLTAGE-13,,,,YES,MMXU1 / PPV / PhsAB,,INT16U,3,0,65536,1KV,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,MEASUREMENT,PHASE VOLTAGE-23,,,,YES,MMXU1 / PPV / PhsBC,,INT16U,3,0,65536,1KV,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,MEASUREMENT,PHASE VOLTAGE-31,,,,YES,MMXU1 / PPV / PhsCA,,INT16U,3,0,65536,1KV,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,MEASUREMENT,NEUTRAL VOLTAGE,,,,YES,MMXU1 / PhV / res,,INT16U,3,0,65536,1KV,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,MEASUREMENT,FREQUENCY,,,,YES,MMXU1 / Hz,,INT16U,3,0,65536,1 Hz,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,MEASUREMENT,ACTIVE POWER,,,,YES,MMXU1 / TotW,,INT16,3,-65536,65536,1 kW,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,MEASUREMENT,REACTIVE POWER,,,,YES,MMXU1 / TotVAr,,INT16,3,-65536,65536,1 kVAR,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,MEASUREMENT,APPARENT POWER,,,,YES,MMXU1 / TotVA,,INT16,3,-65536,65536,1  kVA,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,MEASUREMENT,COS-PHI,,,,YES,MMXU1 / TotPF,,INT16,3,-65536,65536,1,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,DIAGNOSTICS,CB OPERATION COUNTER,,,,YES,XCBR1 / OpCnt,,INT16U,3,0,65536,1,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,DIAGNOSTICS,PHASE-1 TRPING CURRENT,,,,YES,MSTA1 / TrAmp1,,INT16U,3,0,65535,1A,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,DIAGNOSTICS,PHASE-2 TRPING CURRENT,,,,YES,MSTA1 / TrAmp2,,INT16U,3,0,65536,1A,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,DIAGNOSTICS,PHASE-3 TRPING CURRENT,,,,YES,MSTA1 / TrAmp3,,INT16U,3,0,65536,1A,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,SPARE,EXT TIME SYNCH,I103,,,,M120_GGIO1 / Ind3,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,SPARE,SPARE,I112,,,,M120_GGIO1 / Ind12,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,SPARE,SPARE,I206,,,,M120_GGIO2 / Ind6,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,SPARE,SPARE,I210,,,,M120_GGIO2 / Ind10,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,SPARE,SPARE,I211,,,,M120_GGIO2 / Ind11,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,SPARE,SPARE,I212,,,,M120_GGIO2 / Ind12,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T87,INCOMER-B,63-9700-P-6473-09,400V,B-2,SPARE,SPARE,I305,,,,M120_GGIO3 / Ind5,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T87,INCOMER-B,63-9700-P-6473-09,400V,B-2,SPARE,SPARE,I306,,,,M120_GGIO3 / Ind6,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T87,INCOMER-B,63-9700-P-6473-09,400V,B-2,SPARE,SPARE,I307,,,,M120_GGIO3 / Ind7,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T87,INCOMER-B,63-9700-P-6473-09,400V,B-2,SPARE,SPARE,I308,,,,M120_GGIO3 / Ind8,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T87,INCOMER-B,63-9700-P-6473-09,400V,B-2,SPARE,SPARE,I309,,,,M120_GGIO3 / Ind9,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T87,INCOMER-B,63-9700-P-6473-09,400V,B-2,SPARE,SPARE,I310,,,,M120_GGIO3 / Ind10,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T87,INCOMER-B,63-9700-P-6473-09,400V,B-2,SPARE,SPARE,I311,,,,M120_GGIO3 / Ind11,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T87,INCOMER-B,63-9700-P-6473-09,400V,B-2,SPARE,SPARE,I312,,,,M120_GGIO3 / Ind12,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T87,INCOMER-B,63-9700-P-6473-09,400V,B-2,SPARE,SPARE,I313,,,,M120_GGIO3 / Ind13,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T87,INCOMER-B,63-9700-P-6473-09,400V,B-2,SPARE,SPARE,I314,,,,M120_GGIO3 / Ind14,,BIT,3,,,,,,,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,SIS1A,T81 COMM LINK,,DISCONNECTED,CONNECTED,YES,INTERNAL INFO,,BIT,3,,,,,,COMM.LINK.SIS1A,,,,
1,063-9700-MCC-50564,SEPAM T81,INCOMER-B,63-9700-P-6473-09,400V,B-2,SIS1B,T81 COMM LINK,,DISCONNECTED,CONNECTED,YES,INTERNAL INFO,,BIT,3,,,,,,COMM.LINK.SIS1B,,,,
1,063-9700-MCC-50564,SEPAM T87,INCOMER-B,63-9700-P-6473-09,400V,B-2,SIS1A,T87 COMM LINK,,DISCONNECTED,CONNECTED,YES,INTERNAL INFO,,BIT,3,,,,,,COMM.LINK.SIS1A,,,,
1,063-9700-MCC-50564,SEPAM T87,INCOMER-B,63-9700-P-6473-09,400V,B-2,SIS1B,T87 COMM LINK,,DISCONNECTED,CONNECTED,YES,INTERNAL INFO,,BIT,3,,,,,,COMM.LINK.SIS1B,,,,
"
"
B1-1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
#REV,SWITCH BOARD TAG,EQUMENT,PROCESS NAME,SCHEMA TYPE,VOLTAGE LEVEL,BAYNAME,MODULE,ECS SYSTEM TAG,CHANNEL NO.,STATE-0,STATE-1,ARCHIVE STATUS,MODBUS / IEC IED ADDRESS,BIT NO.,DATA FORMAT,FUNCTION CODE,MIN,MAX,SCALING,GATEWAY MODBUS REGISTER,GATEWAY MODBUS BIT,PLC TAG,PLC REGISTER ADDRESS,PLC COIL ADDRESS,PLC FUNCTION CODE,REMARK
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,STATUS,CB STATUS,,OPEN,CLOSE,YES,12001,0,UINT16,3,,,,282,0,B1-1.CB.STATUS,,335,1,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,STATUS,SPRING CHARGED,,NORMAL,ALARM,YES,12001,3,UINT16,3,,,,,,,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,STATUS,CB DRAWN OUT,,,OUT,YES,15331,8,UINT16,3,,,,,,,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,STATUS,CB DRAWN IN,,,IN,YES,15331,9,UINT16,3,,,,282,2,B1-1.CB.RACKIN,,336,1,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,STATUS,TEST POSITION,,,TEST,YES,15331,10,UINT16,3,,,,,,,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,ALARM,LONG-TIME PROTECTION TIME PRE-ALARM,,NORMAL,ALARM,YES,12010,0,UINT16,3,,,,,,,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,ALARM,EARTH-LEAKAGE ALARM,,NORMAL,ALARM,YES,12010,1,UINT16,3,,,,,,,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,ALARM,GROUND-FAULT ALARM,,NORMAL,ALARM,YES,12010,2,UINT16,3,,,,,,,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,TR,GENERAL TR,,NORMAL,TR,YES,12001,2,UINT16,3,,,,282,8,B1-1.CB.TR,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,TR,LONG-TIME PROTECTION IR,,NORMAL,TR,YES,12004,0,UINT16,3,,,,,,,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,TR,INSTANTANEOUS PROTECTION II,,NORMAL,TR,YES,12004,2,UINT16,3,,,,,,,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,TR,GROUND-FAULT PROTECTION IG,,NORMAL,TR,YES,12004,3,UINT16,3,,,,,,,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,TR,EARTH-LEAKAGE PROTECTION,,NORMAL,TR,YES,12004,4,UINT16,3,,,,,,,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,TR,INTERNAL FAILURE (TEMPERATURE),,NORMAL,TR,YES,12004,6,UINT16,3,,,,,,,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,TR,INTERNAL FAILURE (OVERVOLTAGE),,NORMAL,TR,YES,12004,8,UINT16,3,,,,,,,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,TR,INSTANTANEOUS WITH EARTH-LEAKAGE,,NORMAL,TR,YES,12004,9,UINT16,3,,,,,,,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,TR,CURRENT UNBALANCE,,NORMAL,TR,YES,12005,0,UINT16,3,,,,,,,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,TR,OVERCURRENT ON PHASE 1,,NORMAL,TR,YES,12005,1,UINT16,3,,,,,,,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,TR,OVERCURRENT ON PHASE 2,,NORMAL,TR,YES,12005,2,UINT16,3,,,,,,,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,TR,OVERCURRENT ON PHASE 3,,NORMAL,TR,YES,12005,3,UINT16,3,,,,,,,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,TR,OVERCURRENT ON NEUTRAL,,NORMAL,TR,YES,12005,4,UINT16,3,,,,,,,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,TR,UNDERVOLTAGE,,NORMAL,TR,YES,12005,5,UINT16,3,,,,,,,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,TR,OVERVOLTAGE,,NORMAL,TR,YES,12005,6,UINT16,3,,,,,,,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,TR,VOLTAGE UNBALANCE,,NORMAL,TR,YES,12005,7,UINT16,3,,,,,,,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,TR,OVERPOWER,,NORMAL,TR,YES,12005,8,UINT16,3,,,,,,,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,TR,REVERSE POWER,,NORMAL,TR,YES,12005,9,UINT16,3,,,,,,,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,TR,UNDERFREQUENCY,,NORMAL,TR,YES,12005,10,UINT16,3,,,,,,,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,TR,OVERFREQUENCY,,NORMAL,TR,YES,12005,11,UINT16,3,,,,,,,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,TR,PHASE ROTATION,,NORMAL,TR,YES,12005,12,UINT16,3,,,,,,,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,ENERGY,ACTIVE ENERGY,,,,YES,12050-12051,,INT32,3,-1999999999,1999999999,kWh,,,,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,ENERGY,REACTIVE ENERGY,,,,YES,12052-12053,,INT32,3,-1999999999,1999999999,kVARh,,,,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,MEASUREMENT,PHASE CURRENT - L1,,,,YES,12016,,UINT16,3,0,32767,A,,,,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,MEASUREMENT,PHASE CURRENT - L2,,,,YES,12017,,UINT16,3,0,32767,A,16020,,B1-1.I,SPARE (MASTERPACT NW08)1,,3,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,MEASUREMENT,PHASE CURRENT - L3,,,,YES,12018,,UINT16,3,0,32767,A,,,,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,MEASUREMENT,GROUND CURRENT,,,,YES,12019,,UINT16,3,0,32767,A,,,,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,MEASUREMENT,PHASE VOLTAGE - L12,,,,YES,12030,,UINT16,3,0,1200,V,,,,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,MEASUREMENT,PHASE VOLTAGE - L23,,,,YES,12031,,UINT16,3,0,1200,V,,,,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,MEASUREMENT,PHASE VOLTAGE - L31,,,,YES,12032,,UINT16,3,0,1200,V,,,,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,MEASUREMENT,FREQUENCY,,,,YES,12036,,UINT16,3,400,600,0.1 HZ,,,,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,MEASUREMENT,ACTIVE POWER,,,,YES,12041,,INT16,3,-32767,32767,0.1 KW,,,,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,MEASUREMENT,REACTIVE POWER,,,,YES,12045,,INT16,3,-32767,32767,0.1kVAR,,,,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,MEASUREMENT,APPARENT POWER,,,,YES,12049,,UINT16,3,0,32767,0.1kVA,,,,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,MEASUREMENT,POWER FACTOR,,,,YES,12099,,INT16,3,-100,100,0.01,,,,,,,
1,063-9700-MCC-50564,NSX,SPARE (MASTERPACT NW08),TYPE 2,400V,B1-1,DIAGNOSTIC,OPERATING HOURS,,,,YES,29851-29852,,INT32U,3,0,4294967295,,,,,,,,
